Company,ReviewID,Rating,Review_Text
Northrop Grumman,1d6ve4n711fdl000,3.0,Checking status of servers and system backups. Research better ways to improve performance and less downtime for customers. Attend staff meeting for updates outstanding trouble tickets nad company requirements.
Northrop Grumman,1d6unqi9k1ba3000,5.0,"Northrop Grumman as a whole is an excellent company. Benefits/pay are on par with other defense contractors (below commercial market), the benefits are comparable to other large companies."
Northrop Grumman,1d6uh9d7724em000,3.0,What you would expect from a big contractor company. Can be fun an challenging place to work depending on the contract. i believe this is on par for all contractors in the industry.
Northrop Grumman,1d6u7aldu24f6000,3.0,"The workload was engaging, but the leadership and mentors were not. The hardest part about working here was not getting the guidance I was looking for as an intern."
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d6t1ianq24gm000,1.0,"They will offer great pay and benefits, but the management is seriously lacking in organization, management skills and caring about their employees. At times, they have a difficult time getting the job done because they don't hire the right people for the jobs, and people in charge are inexperienced as managers and it shows. Attention to detail is lacking and problems get missed and build up in to bigger problems when they could have been avoided with better management."
Northrop Grumman,1d6rfk21m5ncu800,5.0,Northrop Grumman is the Best company to Work for and the best aviation company.
Northrop Grumman,1d6qugslu1ahj000,5.0,I really enjoyed the role I had at Northrop Grumman and miss many of my colleagues. The only complaint was immediate management and the fact I was clearly ignored for promotions or new opportunities within the Communications Department.
Northrop Grumman,1d6oia6rfak8r800,3.0,"I only saw Northrop Grumman people twice per month.  I was working with a DoD Civilian.  The work was rewarding and challenging, but nothing that I could not handle."
Northrop Grumman,1d6mshg3d24f3000,2.0,They use Skype to communicate and there should be more one on one interactions. There should be a better mixture of male and females in the departments.
Northrop Grumman,1d6mo6kr8akgp800,4.0,Nice place to work would have liked to have stayed longer but Northrop Grumman bought another company and there was a duplicate positions and some positions were done away with.
Northrop Grumman,1d6jvfh021fdk000,3.0,Management constantly tells us they well get us stuff to do our jobs. They never do. There is so much red tape I am surprised anything gets done at all.  Any ideas they have never gets implemented correctly. Huge lack of foresight. Approx 70% of machinist are set to retire in the next 5 years. They are not cross training the few employees that plan to be their another 15 to 20 years.
Northrop Grumman,1d6igq3etak8r800,4.0,"Overall, a good working environment. disappointed in the lack of support upon losing the contract to find employment within the company for loyal 10+ year employees."
Northrop Grumman,1d6ghpgu8h40n800,5.0,Good experience so far. I enjoy my position and the day to day activities. No complaints at this time. I would recommend others to work there. I am treated fairly and equal.
Northrop Grumman,1d6gei35ah3kn800,3.0,I was not working here for very long since the position was soon eliminated due to budget cuts.  I did find the work interesting however the technology used was a bit outdated.
Northrop Grumman,1d6elgtfeakgp800,5.0,I have learned working as a team get the job done great. good hands on experience. they have very good benefits 401 k is one of the best i have had. its a good job for a family man.
Northrop Grumman,1d6dpkiblas0p800,5.0,A typical day was developing architecture and design documents for client approval. Management is focused on program/project level activities and client interactions. Culture is technical/engineering focused with an emphasis on tracking to the SOW
Northrop Grumman,1d6d944lbb815800,4.0,I enjoyed working at this company for ten years u fortunately as time progressed there became funding problems for the security department. So major cut backs ! Not to mention the poor management within the security department. Not the company as a whole.
Northrop Grumman,1d6cgan4qb815800,4.0,"Northrop Grumman at the Promontory Plant is a good overall place to work.  It offers use of your skills you use in school as long as your work in the right location on plant.  Work life balance can be rough with lots of overtime hours for exempt employees without any type of compensation.  Overall, it is a great place to get good experience but the some aspects of the culture need to change to make it more enjoyable."
Northrop Grumman,1d6cdr0le5ncn800,5.0,I'm not the typical employee - I have been working remotely part time for many years. I have appreciated that NG has been very flexible with my schedule over the years.
Northrop Grumman,1d6c7sifhh3gk800,5.0,"Excellent pay and company benefits. Lots of schedule pressure from customer and management. They take care of their people! When a prgram ends, they bend over backwards to find places for the teammebrs within the company.. Layoffs are a last result"
Northrop Grumman,1d6c463ko5j4k800,5.0,Good company to work for. Good team and rewarding work. I have nothing but great things to say about Northrop Grumman and I hope for their continued success.
Northrop Grumman,1d6c23pq8ak8r800,4.0,"As with any position, a higher up can make a job pleasant or not pleasant.  It seems that positions are not always filled with the most qualified candidates."
Northrop Grumman,1d6bngg06akgp800,4.0,very compartmentalized
Northrop Grumman,1d6bnat88h3gk800,5.0,"As an intern, Northrop Grumman was a pleasant place to work. They offered challenging tasks and I worked on designs as a team and also individually. Although I have an electrical engineering background, I found myself learning and working with 3D CAD design."
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d5rd1uffas0k800,5.0,Northrop Grumman was one of the best companies I ever worked for the work was challenging and kept me on my toes day after day I last you a big job at Northrop Grumman what is the J West telescope that’s going into space and a couple of years
Northrop Grumman,1d5q0ugotb88o800,4.0,Northrop was a very exciting place to work.  Building military and commercial airplanes is demanding but rewarding work.  The hours were long in order to meet deadlines.  But the pay and benefits were outstanding.
Northrop Grumman,1d5pe54p70kbv000,3.0,"At the time that I was employed, there wasn't much work to do at all. They were in limbo waiting on securing bids so we were all scrambling daily to find work."
Northrop Grumman,1d5nkfqdrak8l800,5.0,See resume for full description of responsibilities. Great company with a four day work week that allows Fridays off. I am looking to relocate to Galveston to and advance my career including a management role.
Northrop Grumman,1d5n8n3b90kbv000,2.0,"Yes I have been working for this company for 10 years as a janitor and some of the people i worked with were OK. The management department is kinda weak because they are a bunch of buttkissers. Oh and by the way, if you do one thing wrong at this facility and they will be watching you, trust me you will get TERMINATED!.So if you decide to work for this company, I will think twice because you will be trekking on eggshells, especially if you get pulled up by HR and the union is just as weak."
Northrop Grumman,1d5mmg3lbb80n800,3.0,Recognized my skills in MBSE in A&D.  Good remote productivity.
Northrop Grumman,1d5mi1grhb88o800,4.0,Northrup grumman really helped with my education and Ed-assist is a huge reason I was able to move up in positions due to the knowledge gained in classes.
Northrop Grumman,1d5jg2lbb1fdp000,2.0,"Interesting work, but the other companies just pay more with identical benefits and work.Very high turnover leads to either having very new engineers or very senior engineers, nothing in between."
Northrop Grumman,1d5ecpvou0mtv000,5.0,I am a sponge for knowledge and my work environment is a great fit for that.  Limitless amount of opportunities to learn from others and they are willing to assist
Northrop Grumman,1d5dmavo4ak8h800,2.0,Top Rated Trainer for 17 years per TSA/DHS/Evaluation 57 Line Item -Did contract training for TSA/DHS-Developed training programs-Developed Images for each local airport no mater size-Traveled 85% of the time!
Northrop Grumman,1d5dhp0igak8h800,3.0,"I love the work and the people I worked with...challenging, mission first mentality...working with the military helps keep me up to date with the skills I need for my military war frighting function"
Northrop Grumman,1d5co9o6j1fdp000,3.0,Flexibility
Northrop Grumman,1d5c8qo8g1d0u000,2.0,"There was always work to be done here, the only problem with this company is the lack of communication between technicians and supervisors. Many techs are afraid to approach the supervisor. Work is demanding, if you work 10 hrs you have to bring 8 hrs of work back. Micromanaging is also big for this place."
Northrop Grumman,1d5a6cej11d0e000,1.0,"In my technical field of engineering, there is not much advancement after you hit a principle position like manufacturing engineering. In the avionics lab I work in, I don't believe I am being challenged."
Northrop Grumman,1d5a64urg0mtv000,5.0,"Absolutely love NG, it is clearly a leader in IT and DoD work. Many programs to choose from and capable of providing long term opportunities to those who are willing to relocate."
Northrop Grumman,1d59m1o3q0mct000,1.0,Get forced to work on your days off. Long shifts and the work sucks. No communication from management. They don’t care about you they’ll just work you until you drop. Have to work weekends. Mostly 60hrs a week.
Northrop Grumman,1d562apqq1fdi000,5.0,"Working as a software intern, my manager was quite lenient with me and my coworkers. We were working as a team to design and support business tools for analysts and purchasing."
Northrop Grumman,1d55qeft01fdi000,3.0,"During a training class, a retire engineer came back to teach a Fundamental of Radars class. A certain group was being disruptive throughout the class, and finally the instructor had enough of their arrogance. When he finally shouted out to them ""What have you invented that is a plateau better than what we did in 1993?"" At that moment, the troublemakers finally stopped misbehaving."
Northrop Grumman,1d554rfbp1ahp000,5.0,"I have been with Northrop Grumman for a long time. I have seen changes in culture over the years and the shift has always been positive. I highly recommend this company, especially if you are fresh out of college. It is a company to stay with for your entire career."
Northrop Grumman,1d54ouj181bab000,5.0,I loved working at Northrop Grumman but a better job that was closer to home was better for me and my family. The people and the management were experienced and knew the related requirements of all tasks.
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d52b1jb70kbi000,5.0,Maintaining customer hardware and software. Also help with conference rooms hardware. I have to reimage pc's that come in from the vendor to the corporate image.
Northrop Grumman,1d4qrbvbs1d0i000,2.0,Top heavy management.  Need to listen to the worker bees.  Not enough emphasis on quality control.  Too much quality input bypassed in favor of getting the job done.
Northrop Grumman,1d4qpd3050kbi000,5.0,"I Sorely miss it, and the opportunities i was given, but had to relocate due to family troubles. I am really hoping some day to be given another opportunity there."
Northrop Grumman,1d4ptoqac1d12000,5.0,Excellent Company.  Expect to work hard.  Like with any major company you will have good and bad experiences.  I really enjoy working for Northrop Grumman.  I am applying for other positions because  the next step for my career is not currently available.
Northrop Grumman,1d4oq62e21ai3000,4.0,"I worked offsite at a contractor site during my time with this company, so I don't too many things about how the company operates at the headquarters or onsite locations. There was not a lot of interactions with company management nor were the opportunities for growth made apparent."
Northrop Grumman,1d4odcinj1ahi000,5.0,Contract work is not for everyone. It can be feast or famine sometimes. The upside is that the work changes pretty regularly. It was fun and exciting to have new challenges almost every week to figure out.
Northrop Grumman,1d4o3147p1fdi000,4.0,Great place to work if you have a supportive manager and goals set for advancement. There is large corporation bureaucracy to deal with but with proper mentorship and support you can advance quickly.
Northrop Grumman,1d4nq57md0kbi000,5.0,I love working for Northrop Grumman. The only complaint I have is that management has their favorites and that is who will get promoted. Nothing different from other companies though.
Northrop Grumman,1d4m6krcvakh4800,5.0,Good place to work and learn perform great customer service. Management was good and had great communication . ................................................................
Northrop Grumman,1d4m3lrif52t0800,5.0,"A typical day at work was a combination of challenging technical tasks, but, tasks that were attempted with colleagues who had a sense of humor, and, who clearly showed respect.  So while the work was challenging, I felt safe and supported."
Northrop Grumman,1d4ln1sv9brct800,4.0,NG was and is a great place for those that want to make an impact.  It allows you the opportunity to interact with senior management.  As everything else though you make your opportunities.  However you will not be stopped  There is also a culture of increased responsibility and a lot of movement for younger personnel.
Northrop Grumman,1d4lcq3teak96800,4.0,"Northrop Grumman Isn't a bad place to work at all.  They were currently Orbital ATK until they were bought out. The one thing I think would be helpful to the company is to hold there employees more accountable for their over all performance.  IE attendance, workmanship.  Other than that every Superior I worked under was extremely helpful and I felt they really wanted to see me succeed."
Northrop Grumman,1d4l406vvb80u800,4.0,"The RM campus is very toxic. I love the work and my peers, but the MA leadership is terrible. Instead of all of the BU's working together, we've been separated and everyone is in silos. I was happy to finally work with very smart people and very smart engineers but the functional managers don't have a clue about what their team does; and can't help at all. You are reprimanded if you speak up and so many people just lay down and take the abuse. Other teams in SEIT are also forced to work 12 hour days even though they have families. When I originally interviewed I had a great manager and she defended me from all the dirt coming from up above; then there was a massive re-org and they moved me to another manager who only cares about herself. She takes people's work - erases their name and puts hers on there; claiming all the credit for the hard work done on METRICS presentations. I don't agree with this style of management and so I have to be careful with what I share or don't share. If I don't share; then that means I'm NOT ""collaborating with the team"". That's because after I put a ton of hours on BOEs or other work this woman erases my name and puts hers in there. Truly disgusting workplace. Don't come here if you don't like to play favorites and politics. I've never been in a more back stabbing environment; even LM was a lot better than this, too bad there's not a campus in IL."
Northrop Grumman,1d4jso3oe52t0800,4.0,"Northrop is a good place to work. Leadership is outstanding, leads by example.  A bit over the top on inclusive actions related to hiring and promotions, you really need to be over the top performer if you're not in a protected class in order to move up in the company.  Environment is good, transparent communications and people are friendly and very smart."
Northrop Grumman,1d4jhbh1q52t0800,5.0,Great Company to Work.
Northrop Grumman,1d4j5jai9akh4800,2.0,Northrop Grumman Mission Systems has horrible employee services as they outsource many of their services and therefore a disconnect between employee and employer is very high.
Northrop Grumman,1d4j1cg84ak55800,4.0,"Job security is not as good, but I was here for over 15 years. i moved around in positions but never a title change and increased work, and so no promotions really"
Northrop Grumman,1d4ivvmgp5j4t800,4.0,I got to further my composites skills and learn about the aerospace industry. Can be a fun work environment. Good people. working with many new technologies
Northrop Grumman,1d4ivof4iak96800,4.0,I've enjoyed working for Northrop. The tasks have been challenging and work has been rewarding. The flexibility to work remotely greatly helps. Most management is supportive and uplifting. The hardest part of the job is having to work multiple projects concurrently. The most enjoyable is the level of responsibility placed on you.
Northrop Grumman,1d4ih4bco5n90800,3.0,Great work conducted by Northrop which was very instrumental in helping me grow in my carreer.  Northrop is very employee centric.  Always making sure employees are rewarded and heard.
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d4fgeosgakh0800,4.0,Your Manager dictated how you were utilized and often treated.
Northrop Grumman,1d4ekvk86b84q800,4.0,"I started at this company as soon as I got out of college. The company has a lot of programs and opportunities for the higher ups to take notice of you. However, Northrop likes to promote based on tenure instead of merit. It's very hard to get level increases if you haven't been here for a certain amount of time which can seriously hold you back if you don't know the right people to force it through or if the program would completely crumble if you left it."
Northrop Grumman,1d4dau1vq5n8s800,5.0,Great company to work. Excellent benefits. Employees are very friendly and great environment. This company will give you the opportunity to learn and keep growing in your career.
Northrop Grumman,1d4cet6p7aqgr800,5.0,A respectful workplace with people helping each other out. Management concerned about personnel improving themselves both professionally and personally. People encouraged to experiment and advance technology
Northrop Grumman,1d4bhff95ak52800,4.0,Good company to work.
Northrop Grumman,1d4bccurr5ncs800,5.0,"Great work place, nice offices with windows and kitchen on-site, awesome downtown location, great management, excellent benefits. Flexible hours, friendly staff."
Northrop Grumman,1d4b77r5pb84q800,4.0,"Good place to work, salaries are reasonable, benefits are a bit on high side, training is difficult to come by. The biggest challenge is the lack luster leadership in some organizations, integrity is not their (management) best suit."
Northrop Grumman,1d4b58cdsakh0801,5.0,Working for this company taught me a lot.  It is a very interesting company that countless job opportunities.  They provide training & there is room to grow.
Northrop Grumman,1d48t0drqas13800,3.0,Work was hard physically moving heavy material. Keeping yard and work areas clean was a constant. Constantly moving material as need all over the yard. Trying to find contacts for the material.
Northrop Grumman,1d48q4qtp5n8s800,5.0,"work in a competitive team, to have good written and verbal communication, to be self sufficient,  give the best of all learned skills"
Northrop Grumman,1d46r0vtv5n8s800,4.0,"A lack of accountability through all levels holds back this location.  The people are great and it is rewarding work, but too many small issues become large ones."
Northrop Grumman,1d46jt0v85j4q800,4.0,Great Place to work and I enjoyed my teammates. I worked for this company as a contractor for a the federal government. They treated their employees well but the CEO etc were very disconnected from the employees
Northrop Grumman,1d46hfmog5j4q800,4.0,"you were looked after and it was easy to do your job and move up in the company if you took advantage of the education program, still some politics involved but at least your degree can be paid for to a certain degree as long as you stayed with the company."
Northrop Grumman,1d46987gobrcq800,3.0,"If you are provided with the right tools, you can do you job well.  Management always rewarded successful staff.  If you have the right education for your experience, you can be promoted within."
Northrop Grumman,1d43i83kdak4v800,5.0,"During an exercise with the military, I was an instructor presenting instructions on operations of the computer simulation in the WARSIM system.  During the instructions, I would assist US military soldiers with the operations of their system and answer and mentor them questions for them to succeed.  We worked 12 hours on a shift and were off 12 hours.   We did exercise planning when we were not working at an exercise.  We would work 8 hours a day and attend various meetings, coordinate different events for the exercises, prepare our instructions to be given at the exercises.  It was basically a project manager ensuring all tasks were prepared properly for success."
Northrop Grumman,1d412rb27b84l800,4.0,"I went to work and sat around until we were given a notification to proceed to our next training site, depending on who you were meant where you went.  Management was just trying to fly under the radar, the quarterly performance reviews were clearly all an after thought of how well you performed out training the students, and didn't have bad critiques from them.  Numerous trainers performed below standards but the company continued to send them as they need bodies to get through the fielding based on time not quality."
Northrop Grumman,1d411r4jkaqgj800,5.0,"Great place to work, I just wish I lived closer and didn't have such a long commute, especially in bad weather. Great place to work, I will not leave unless something WAY BETTER comes along."
Northrop Grumman,1d3uot7q3ak4l801,4.0,Great Experience
Northrop Grumman,1d3ug8173ak4l802,5.0,"An amazing place to begin your engineering career in high school. Learned a lot during the school year, and was given real work experience over the summers. I do wish we worked more hours in the summer because more money would have been better. Plus it would have given us more time to complete our project. But overall, it was a great experience!"
Northrop Grumman,1d3tukkslas0l800,4.0,I thoroughly enjoyed my time here. A knowledge rich atmosphere with much to learn. State of the art electronics and above average compensation. I would definitely recommend it to anyone.
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d3tugtlkakck800,5.0,Northrop Grumman was a cool place to work. I ended up leaving because I didn't have enough work assignments to keep me busy on a given day. It was a great place to work.
Northrop Grumman,1d3s55l5sas0l800,4.0,"Nothing good to say, nothing bad to say.  It was a job that paid fairly well for a summer internship and the work was neither notably interesting nor notably uninteresting."
Northrop Grumman,1d3re1abtb88j800,1.0,Did not emphasize retaining contract employees. Did not train for ground run.Armed Guards did not understand English. Was sick twice in the hospital while on tour. For three years the company is still reporting on my taxes that I lived in MD. I have never lived in MD.
Northrop Grumman,1d3r18snl5n8j800,4.0,It was a good place to work and would consider working for company again. It was long hours and mission was important. Middle management could have used some fine tuning but over all good.
Northrop Grumman,1d3pn5q8f52sj800,5.0,I worked here so long.  I loved being there and was so sad when i was laid off.  I would go back in a sec if able to.  Work life was decent and co-workers helped and where a pleasure to work with.
Northrop Grumman,1d3mc5bcd5n8j800,5.0,"I loved my time at Northrop Grumman.  My coworkers were very intelligent and caring people.  There was a lot of restructuring, but I liked every manager that I had.  The most difficult part of the job to deal with was all of the red tape in security.  The best part of the job was the physical building, coworkers and all of the interesting projects that the company is involved in."
Northrop Grumman,1d3l21fpoakgi800,4.0,"Most of the staff were friendly and competent. The work environment was pleasant, too. The only problem I faced was the management, located in Boulder, CO. It was distant and ineffective."
Northrop Grumman,1d3k70vl61d0v000,5.0,Very fast paced environment.  Never a dull moment.  Co workers are very helpful. Cross training is a daily activity. A workplace that has a lot of opportunities to expand to other divisions.
Northrop Grumman,1d3k0j8f41d0f000,1.0,"Should have gone with gut feeling and left sooner. Complete Program Management swap out with new hires, that clearly were not qualified. Known problems need to be rectified. When addressing, with a fix, get in trouble for pointing out the obvious and ostracized. Was hired to make constructive changes  Every step of the way was hit head on with “That’s how it’s always been done” or “That’s what the customer expects” or lame excuses of requirements are meant by untrue means that have some how been accepted by management, auditors and/or the customer. Favoritism is rampant. Family members get an easy in, regardless of ability to do work. Those who are not capable just get passed around from job to job. There’s a reason why proposals that were expected to be awarded are not. It’s finally catching up to the truth of things and it’s not pretty. Guess I have finally realized why the company buys out other companies, it’s because they don’t have the talent/know how. What an epiphany. Run, run away as fast as you can. Avoid the quicksand."
Northrop Grumman,1d3jgsrv4aqgh800,1.0,"In order to enough people to fulfil the contract, NG had people apply to false requisition then had them do nothing and apply to get jobs internally. Hiring managers sometimes knew and at other times did not know and would hire external candidates instead."
Northrop Grumman,1d3jd30b51d0v000,4.0,"At NGC I am tasked with many different hats to fulfill. It is hard to explain a typical work day because each day is not typical. The hardest part of the job is having to complete all the Corporate flow downs that are very time consuming and never really amount to anything other than meetings, engagements, and reviews."
Northrop Grumman,1d3ij6pr01fdu000,5.0,Fantastic place to work. Great place to start a career. I can not say enough good things about working here. You will be enriched both as a person and a professional.
Northrop Grumman,1d3hfjtj3ak4h800,3.0,"I've really loved working at this company, the group of individuals I work with are unmatched. My only real complaints are about the company culture. Northrop is run by people who focus on the past and how things used to be done. In terms of benefits, and what they have the potential to offer their employees, they are severely lacking. They have the potential and overhead to offer longer maternity leave, better tuition reimbursement, cheaper, and more widely offered medical benefits, and they choose not to. Working in recruiting and seeing what these other companies are offering to their candidates, Northrop is coming up short in a big way. They put a lot of pride into their annual survey results, but absolutely lack on follow through when it comes down to what their employees are actually asking for."
Northrop Grumman,1d3h6eris1baf000,5.0,"Overall, a great place to work.  Good salary, great benefits, especially tuition coverage.  Was laid off, but wish I could get back there.  Excellent direct manager."
Northrop Grumman,1d3fg3h3q1d1b000,5.0,"Can be a really hit/miss company depending on location and team you get assigned to. I really enjoyed 1 year, changed teams and then was very unhappy with another team."
Northrop Grumman,1d3f0m3cq1fdu000,5.0,I have nothing but good things to say about my experience at Northrop Grumman. I learned great working skills and was mentored to become a great employee to my future employers.
Northrop Grumman,1d3eli39a0mct001,4.0,"It was a place to work with great co-workers, but the managers lied a lot to the workers. You would do great work in one area and they would move you from there to a new work assignment and move a senior worker into your place that you were doing great in."
Northrop Grumman,1d3e9iml40mte000,5.0,"I would recommend Northrop Grumman to any one. Large company with great benefits. Managers have a clear understanding of personal advancement opportunities, and willing to work with you in obtaining your desired career choice."
Northrop Grumman,1d39uh0ia0mte000,4.0,"good pace, can get information with an email."
Northrop Grumman,1d3545hrh1d0d000,4.0,"Workplace culture can be friendly, its a team environment. Management is good, everyone is treated fairly. They also try to motivate the team that is under them."
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d34khmu41baf001,4.0,At my most recent position I was never given the opportunity to learn all of the aspects of the PCA role.  Only alternative was to move to another PCA position.
Northrop Grumman,1d34jbo161baf000,5.0,I started out at my job not knowing much about the department I was in. I loaded parts and tooling. By the time I left the company I had received training and tested out as a Level 1 NDI Inspector. The hardest part of the job was the long hours. The most enjoyable part of the job was the events they held for employee appreciation.
Northrop Grumman,1d34hbppr1fdu000,4.0,Northrop Grumman offers a very good environment to work. Provide good salary. Enjoyed working in this company. NG Offers good work life balance. Provides opportunity to learn new things.
Northrop Grumman,1d34h40ek1d1b000,4.0,Northrop offers very good work environment. NG uses cutting edge technologies which provide opportunity to learn latest technologies.
Northrop Grumman,1d32qf0eb1fdm001,5.0,I feel northrop grumman does a pretty good job accommodating it's employees.  I have worked with them for over 10 years.  Always not easy but they definitely try to make sure their employees are well taken care of.
Northrop Grumman,1d31f7dd01ba7000,2.0,"Corporate and Enterprise Services create too much additional and excessive processes. The people in the corporate and enterprise services know they aren't going anywhere because the holding company mentality. They will sell off divisions that don't perform, but the inefficient performance of corporate and enterprise services is clearly not measured. Too much overhead."
Northrop Grumman,1d30ft4b01ahn000,3.0,I worked in a private company that was bought by Northrop Grumman. They still have Amherst Systems on their website.
Northrop Grumman,1d2vfgsf01ah8000,5.0,Overall great place to work great work environment but like all the jobs in the aviation avionics industry see the Feast of famine due to the government contracts.
Northrop Grumman,1d2v5l3cb1agn000,5.0,I was hired on for a temporary contract.  I knew it was only going to be 18 months or so.  It was a good place to work.  I could have stayed with them if I would have been willing to move to Maryland but I still had kids in school here at that time and wasn't going to move. So I got the job with DoD.
Northrop Grumman,1d2u2hma11ba7000,4.0,Working for Northrop Grumman was very rewarding.  I was able to learn multiple new disciplines and was able to grow my technical prowess under the guidance of multiple mentors.
Northrop Grumman,1d2smblm61d0n000,4.0,Management and employees where great to work with. I had a great group of employees reporting to me. Sometimes management would provide lunch. Very strong on safety.
Northrop Grumman,1d2s3folp1ai8000,4.0,Good place to work. Everybody there was very professional and the process was smooth. Its an institution with a proven track record of A grade accomplishments.
Northrop Grumman,1d2q0u0fj1d06000,4.0,"Overall, NG is a great place to work at. Like most defense engineering companies, the work ebbs and flows. Raises are yearly, but promotions are slow."
Northrop Grumman,1d2oq8d911ah7000,3.0,great place to work good people great opp but have to explore other opporitunities and see what is out there to start a new career thanks for everything
Northrop Grumman,1d2nm7or61d06000,4.0,Plenty of opportunities if you are an engineer.  Employ veterans and a multicultural working environment.  Employee surveys were offered yearly and management was interested in employee engagement.
Northrop Grumman,1d2naaais0mto000,3.0,"10 years working for Northrop Grumman as a field support rep maintaining equipment at postal sites. Duties included weekly, monthly, quarterly maintenance of Biohazard Detection Systems (BDS). Job required driving company van to all assigned sites on a daily basis (400,000 + miles and 3 vans over the 10 year period)."
Northrop Grumman,1d2l4hfka0mt6000,5.0,pay was on an hourly rate but paid out on a fixed salary per biweekly period stated specifically in a signed contract. My time at Northrop Grumman has been a successful experience.
Northrop Grumman,1d2gm77gd1d14000,4.0,"Days at work are not very eventful. Most systems are automated, and just require the minimal amount of monitoring. Occasional ground or satellite glitches occur, but are usually an easy fix."
Northrop Grumman,1d2g5qnec1agl001,1.0,"If you enjoy being belittled, micromanaged, underpaid, discouraged, and overworked then this is the Credit Union for you!"
Northrop Grumman,1d2g4i04j1d14000,3.0,Started out a great job and then when management changed it got worse with how they view there employees in certain departments.
Northrop Grumman,1ebfcse9urcsp800,5.0,"An amazing company, understands the military and provides a great culture. I would love to work the rest of my life at the company. They will help you with obtaining your goals and leave you in a good place for retirement."
Northrop Grumman,1d2fqkj0o0kbm000,3.0,Northrop has it together as far as the company as a whole goes.  It can be a little daunting at first because the onboard process is something you get thrown into on your own because nobody remembers where they went to do it as it is all online.  The program is where you see things start to falter and I never really felt like there was opportunity above.  Over time the benefits have kept getting worse which seems odd for a company of this size.  I strongly feel that the executives take too much of the funding and should pay better as the first time I worked there i was laid off.  Meanwhile the head of that sector received a 17 million dollar bonus.  Seriously?  Nothing you could do is so hard that you honestly deserve 17 mil bonus. especially when people are getting laid off.  Maybe one day corporate america will change or maybe one day we will stand up against the tyranny
Northrop Grumman,1d2eiosi6b860800,5.0,Great company to work for.  Opportunities at every turn to learn and grow as a professional.  Vast training resources to assist in mastering new skills.
Northrop Grumman,1d2ebvk78b860800,3.0,its a good company to work for if you are in a high paying job but if you are on the production operator aspect it gets stressful. The number one thing that I would have to complain about is the lack of training that new people receive
Northrop Grumman,1d2e82e1e5j5c800,3.0,"I have friends and colleagues who work in other sectors and divisions of the organization and love it. Unfortunately some Sector / Division / Office Locations are known to have retention issues. Middle-Management is out of touch with reality and is poor at setting their team up for success. All they seem to care about is the bottom line rather than rewarding top performers. You just get a pat on the back and a ""keep up the good work"", but rarely see promotion opportunities. Same thing with salary increase opportunities. Only increases are the typical standard cost of living increases which seldom account for anything when you are not compensated fairly to begin with. But again, there are plenty of other locations where it is almost as if you work for a completely different, better, company."
Northrop Grumman,1d2e3mf00akdg800,5.0,Local management in the San Angelo office was excellent. Good safe working environment. Flexible work days and employees felt respected. Would work for again.
Northrop Grumman,1d2e0sg4gas1m800,4.0,"I only left because another company hired me for HR, which is what I went to college for, to grow beyond just ""admin assistant"". I don't love Northrop Grumman because of the company.. it was my direct manager that made all the difference. I miss working for him."
Northrop Grumman,1d2dp237tak5k800,5.0,Overall a good experience.
Northrop Grumman,1d2dmuis3ak5k800,5.0,Busy day with many quotations to be made.  Customers were very friendly and  the staff made it easier to make the customers happy by meeting their deadlines.
Northrop Grumman,1d2dftir1as1m800,5.0,Great company with outstanding management from the CEO to the VP Sales.  Its operations group was of the best in the industry with sales ability to work closely with the operations group and the client.
Northrop Grumman,1d2dcd0n15n9g800,4.0,"It was a great experience to work here. I learned a lot and worked a lot with javascript and python. The mentors were very willing to help me learn. I was on a team with no other interns so it was mainly older people, so it was boring at times in terms of the social aspect. But overall a great opportunity and something that people really respect when they see it on my resume."
Northrop Grumman,1d2d1g9t7b89r800,4.0,"Northrop Grumman is a collection of several other companies that has created one of the largest Defense and Space Corporations in the US.  It is very diversified, with a broad line of products.  As a working environment, the company strives to be competitive with other similar companies maintaining an excellent working experience."
Northrop Grumman,1d2b815qu5j5c800,4.0,My experience here has been great. I'm currently in a 3 year professional development rotation. This has given me the opportunity to learn as i go while still developing my skill sets for future endeavors.
Northrop Grumman,1d2b0tqvhb860800,5.0,"Great people, great experiences (even get to test what you build in test aircraft). Work along side some of the brightest people. Projects are more than interesting, they are wonderfully technically challenging."
